amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
295.37,5,Grocery,0,0,64,4,28,0
248.28,11,Electronics,0,0,69,0,69,0
36.72,23,Electronics,0,1,55,0,46,0
42.28,18,Grocery,0,0,39,1,57,0
83.3,16,Electronics,1,0,82,1,56,0
119.28,1,Grocery,0,0,77,1,18,0
173.34,10,Food,1,0,69,2,64,0
82.86,17,Travel,0,0,91,0,44,0
111.76,22,Electronics,0,0,66,0,52,0
247.72,21,Food,0,0,48,5,25,0
6.73,10,Electronics,0,0,62,3,29,0
52.37,17,Clothing,0,0,75,4,45,0
224.91,7,Grocery,0,0,48,3,65,0
406.04,14,Grocery,0,0,57,1,36,0
129.02,8,Food,1,0,43,2,46,0
136.72,14,Clothing,0,0,49,1,59,0
20.41,6,Travel,1,0,94,1,59,0
106.77,19,Clothing,0,0,73,2,35,0
136.91,12,Clothing,0,0,41,2,51,0
49.98,12,Travel,0,0,45,2,68,0
56.46,0,Travel,0,0,67,3,36,0
85.26,19,Clothing,0,1,46,3,41,0
3.65,3,Electronics,0,0,87,1,51,0
69.97,23,Electronics,0,0,48,1,49,0
42.76,3,Clothing,0,0,57,1,19,0
71.41,3,Electronics,0,0,91,2,49,0
22.96,12,Travel,0,0,41,2,25,0
398.17,1,Travel,1,1,72,2,62,1
162.07,22,Electronics,1,0,68,2,26,0
204.59,14,Travel,0,0,49,2,40,0
280.21,3,Grocery,0,0,96,0,46,0
124.21,5,Travel,0,0,84,0,24,0
16.37,2,Clothing,0,0,53,1,22,0
138.65,6,Food,0,0,36,1,57,0
159.11,5,Electronics,0,1,33,1,49,0
246.28,2,Electronics,0,0,77,1,57,0
101.71,3,Travel,0,0,85,3,20,0
24.57,9,Travel,1,1,55,6,27,1
60.08,20,Food,0,0,72,2,57,0
81.2,8,Food,0,0,71,1,46,0
186.88,5,Clothing,0,1,57,0,62,0
152.24,19,Grocery,0,0,91,0,36,0
79.24,10,Clothing,0,0,88,2,42,0
775.12,6,Electronics,0,0,41,2,37,0
167.55,17,Travel,0,0,68,3,64,0
48.74,3,Clothing,0,0,29,3,55,0
19.32,4,Travel,0,0,86,4,63,0
29.86,3,Travel,0,1,87,4,27,0
50.82,3,Clothing,0,0,63,2,68,0
31.53,12,Clothing,0,0,96,1,28,0
37.17,15,Food,0,0,66,1,31,0
60.41,13,Grocery,0,0,45,3,68,0
34.27,10,Food,0,0,71,3,48,0
408.74,1,Grocery,0,0,98,0,22,0
15.05,21,Clothing,0,1,52,0,60,0
133.81,13,Grocery,0,0,45,0,45,0
95.1,23,Electronics,0,1,52,1,36,0
726.96,23,Food,0,0,43,2,50,0
21.39,6,Food,0,1,87,3,19,0
91.31,10,Food,0,0,76,1,46,0
628.03,3,Travel,0,0,62,3,35,0
361.12,6,Travel,0,0,70,3,63,0
305.76,15,Clothing,0,0,48,2,27,0
53.69,5,Clothing,0,0,69,4,55,0
33.73,5,Travel,1,0,33,2,32,0
198.82,1,Food,0,0,33,2,39,0
477.07,23,Travel,0,0,45,1,44,0
146.46,7,Grocery,0,0,48,1,44,0
152.59,6,Food,0,0,88,2,39,0
59.13,23,Travel,0,0,64,3,38,0
264.15,13,Clothing,0,0,98,2,48,0
37.27,8,Travel,0,0,76,3,51,0
70.4,14,Electronics,0,0,28,1,23,0
99.75,21,Travel,0,0,27,0,30,0
127.53,17,Food,0,0,37,4,57,0
49.97,11,Travel,0,0,45,1,32,0
21.96,22,Clothing,0,0,32,2,44,0
169.78,18,Grocery,1,0,97,5,48,0
61.3,12,Electronics,0,0,25,3,65,0
156.68,6,Food,0,0,38,1,59,0
30.18,9,Clothing,0,0,60,4,40,0
118.1,9,Electronics,0,0,46,0,63,0
136.9,1,Travel,0,0,60,2,52,0
9.58,13,Electronics,0,0,69,3,25,0
73.87,12,Grocery,0,0,40,3,50,0
25.98,21,Electronics,0,0,35,0,45,0
11.79,5,Electronics,0,0,91,0,24,0
828.22,8,Travel,0,0,49,1,53,0
70.04,12,Travel,0,0,91,2,60,0
298.81,8,Food,1,0,55,2,30,0
52.9,12,Travel,1,0,89,2,59,0
205.95,4,Electronics,0,0,35,3,48,0
257.05,13,Grocery,0,0,62,5,30,0
162.98,4,Travel,0,0,26,2,52,0
114.81,8,Food,0,0,78,2,67,0
95.54,7,Food,0,0,31,1,24,0
77.23,6,Electronics,0,0,73,2,39,0
477.46,7,Travel,0,0,64,4,57,0
319.61,21,Travel,0,0,69,3,69,0
603.57,2,Food,0,0,78,4,51,0
23.89,22,Travel,0,0,85,2,26,0
236.26,23,Electronics,0,0,28,3,49,0
501.5,14,Grocery,1,0,58,2,52,0
35.99,7,Electronics,0,0,32,1,20,0
12.39,0,Travel,0,0,56,3,38,0
243.25,6,Electronics,0,0,42,2,30,0
153.8,18,Clothing,0,0,64,1,50,0
331.93,1,Clothing,0,0,99,2,53,0
27.1,13,Travel,0,0,80,3,27,0
285.49,17,Travel,0,0,61,3,53,0
40.53,14,Grocery,0,0,79,2,35,0
32.17,13,Electronics,0,0,60,4,48,0
32.3,23,Grocery,1,0,34,1,62,0
303.32,18,Travel,0,0,94,2,57,0
196.96,18,Travel,0,0,87,0,18,0
133.27,21,Food,1,1,58,1,48,0
80,16,Grocery,0,0,96,8,43,0
377.5,21,Travel,0,0,41,3,33,0
89.7,18,Clothing,0,0,85,0,55,0
305.29,15,Food,0,0,42,2,29,0
104.09,19,Electronics,0,0,85,1,65,0
85.16,18,Food,0,0,60,2,60,0
111.81,0,Electronics,0,0,77,1,60,0
64.56,18,Clothing,0,0,57,0,68,0
247.82,6,Electronics,0,0,47,1,46,0
125.75,22,Grocery,0,0,88,5,29,0
47.56,10,Electronics,0,0,62,6,22,0
413.7,4,Electronics,0,0,93,1,59,0
87.18,16,Food,0,0,54,1,19,0
141.17,10,Clothing,0,0,40,0,29,0
426.51,23,Electronics,0,0,78,0,31,0
176.18,7,Grocery,1,0,83,0,64,0
22.38,9,Food,0,0,30,2,47,0
505.91,11,Clothing,0,0,29,1,52,0
177.85,9,Clothing,0,0,25,2,64,0
73.41,12,Travel,0,1,38,2,34,0
27,17,Grocery,0,0,55,3,20,0
284.4,9,Food,0,0,75,1,26,0
174.2,18,Food,1,0,43,0,24,0
137.23,19,Grocery,0,0,56,2,37,0
403.79,16,Clothing,0,0,81,1,29,0
279.72,19,Electronics,0,0,55,0,24,0
29.61,15,Grocery,0,0,82,1,46,0
67.24,4,Food,0,0,50,2,46,0
51.42,2,Grocery,0,0,72,2,35,0
245.23,14,Clothing,0,0,65,1,19,0
6.14,1,Travel,0,0,49,0,65,0
151.87,12,Travel,0,0,71,1,28,0
258.73,21,Electronics,0,0,78,0,43,0
376.86,7,Electronics,0,0,81,2,44,0
75.36,22,Clothing,1,0,96,0,36,0
309.93,16,Electronics,0,0,85,0,55,0
21.1,3,Travel,0,1,28,2,37,1
337.27,18,Clothing,0,0,55,1,41,0
24.55,21,Clothing,1,0,91,3,56,0
91.14,8,Clothing,0,0,65,4,30,0
287.28,22,Grocery,0,0,50,2,23,0
29.24,14,Electronics,1,1,92,2,57,0
46.87,8,Food,0,0,90,2,54,0
230.59,23,Travel,0,0,43,3,18,0
229.16,20,Electronics,0,0,49,0,69,0
184.47,8,Travel,0,0,71,3,19,0
213.12,13,Electronics,0,0,95,3,55,0
140.84,22,Food,0,0,32,2,58,0
52.22,20,Travel,0,1,27,0,47,0
76.35,15,Food,0,0,57,2,41,0
36.07,23,Travel,0,0,52,3,58,0
430.36,22,Grocery,0,0,46,2,55,0
157.61,16,Grocery,0,0,54,2,44,0
92.2,12,Travel,0,0,71,1,47,0
111.58,8,Travel,0,0,60,3,26,0
529.71,14,Food,1,0,83,0,54,0
29.96,6,Clothing,0,0,38,3,33,0
158.84,0,Travel,0,0,97,2,52,0
126.9,0,Electronics,0,0,38,4,45,0
170.16,4,Electronics,0,0,80,4,29,0
3.29,23,Electronics,0,0,48,2,29,0
370.2,8,Grocery,0,0,73,4,68,0
484.2,11,Food,0,0,67,2,26,0
149.89,5,Grocery,0,0,27,4,46,0
214.72,12,Electronics,0,0,47,4,68,0
460.34,7,Travel,0,0,44,1,68,0
221.11,14,Electronics,0,0,39,3,38,0
29.79,5,Travel,0,0,67,1,34,0
154.57,5,Food,0,0,95,4,50,0
167.98,3,Clothing,0,0,57,4,51,0
99.34,10,Travel,0,0,79,0,43,0
240.03,20,Grocery,0,0,65,7,35,0
490.26,17,Electronics,0,0,42,1,51,0
467.62,2,Electronics,0,0,27,2,55,0
107.89,2,Electronics,0,0,27,2,42,0
21.63,11,Travel,0,0,40,2,69,0
754.05,20,Food,0,0,67,1,68,0
328.63,20,Travel,0,0,47,3,51,0
23.97,5,Grocery,0,0,39,0,67,0
456.54,20,Electronics,0,0,97,4,65,0
367.1,5,Travel,0,0,82,1,62,0
131.68,7,Electronics,1,0,64,3,32,0
161.05,14,Grocery,0,1,62,6,19,0
91.65,17,Clothing,0,0,30,3,40,0
10.14,19,Clothing,0,0,70,0,62,0
73.49,15,Clothing,0,0,30,2,23,0
292.29,5,Electronics,0,0,44,3,56,0
0.84,20,Travel,0,0,43,1,36,0
73.03,16,Electronics,0,0,38,6,51,0
91.4,8,Food,0,0,89,2,54,0
138.76,18,Travel,0,0,53,3,63,0
454.31,17,Grocery,0,0,55,3,40,0
76.53,22,Clothing,0,0,49,3,32,0
76.7,4,Travel,1,0,95,4,19,0
240.75,5,Travel,0,0,70,0,55,0
108.34,11,Clothing,0,0,76,2,42,0
45.79,10,Grocery,0,0,40,0,61,0
108.41,15,Electronics,0,0,35,3,25,0
27.33,19,Electronics,0,0,42,4,28,0
34.93,16,Travel,0,0,80,4,46,0
124.18,19,Clothing,1,0,80,0,22,0
97.72,8,Food,0,0,81,1,54,0
443.39,0,Grocery,0,1,93,3,37,0
81.01,2,Electronics,1,0,90,1,29,0
156.4,20,Grocery,0,0,98,3,33,0
180.07,22,Grocery,0,0,40,2,38,0
2.37,8,Grocery,1,0,30,0,54,0
196.07,21,Clothing,0,0,76,2,67,0
35.29,18,Clothing,0,0,79,1,38,0
584.28,12,Clothing,0,0,97,2,45,0
28.97,22,Travel,0,0,73,4,51,0
96.39,13,Clothing,0,0,96,1,25,0
16.06,19,Travel,0,0,80,1,63,0
1038.25,18,Electronics,0,0,65,0,48,0
125.56,22,Electronics,0,0,95,2,38,0
162.87,6,Electronics,0,0,80,2,20,0
12.5,3,Electronics,0,0,87,3,64,0
249.5,11,Electronics,0,0,52,1,38,0
42.41,22,Clothing,0,0,99,3,46,0
411,13,Food,0,0,55,1,49,0
41.33,1,Clothing,0,0,79,3,66,0
38.08,0,Food,0,0,76,1,43,0
6.7,17,Clothing,1,0,98,4,30,0
114.98,19,Electronics,0,0,90,2,32,0
149.77,7,Grocery,0,0,70,3,19,0
12.23,2,Food,1,0,28,3,66,1
268.92,5,Grocery,0,0,46,1,50,0
108.69,21,Electronics,0,0,69,1,48,0
133.77,12,Food,0,0,52,4,18,0
104.61,8,Grocery,0,0,34,1,32,0
92.18,8,Clothing,0,0,90,2,56,0
147.63,19,Electronics,0,1,73,5,32,0
30.37,8,Clothing,0,0,97,1,37,0
36.14,14,Clothing,1,0,75,2,69,0
356.21,12,Electronics,0,0,67,3,24,0
525.76,21,Food,0,0,30,1,53,0
84.11,15,Travel,0,0,49,4,60,0
56.83,1,Travel,0,0,28,3,29,0
185.91,13,Electronics,0,0,48,3,30,0
94.59,5,Travel,0,0,80,5,22,0
4.63,1,Grocery,1,0,79,1,60,0
30.56,7,Food,1,0,78,2,23,0
226.56,3,Clothing,0,0,27,1,22,0
193.62,20,Clothing,0,0,71,0,62,0
4.94,23,Electronics,0,0,54,2,56,0
45.18,13,Clothing,0,0,65,2,60,0
47.3,10,Grocery,0,0,79,4,64,0
200.59,23,Grocery,0,0,83,1,23,0
3.58,13,Electronics,1,0,64,0,23,0
19.79,11,Clothing,0,0,69,3,28,0
289.62,15,Travel,0,1,46,1,44,0
35.4,5,Travel,1,0,39,2,33,0
190.39,19,Food,0,0,41,2,62,0
48.97,0,Electronics,0,0,83,0,20,0
18.85,11,Food,0,1,49,0,39,0
50.15,6,Travel,0,0,67,0,49,0
230.6,7,Travel,1,0,88,2,42,0
348.45,8,Travel,0,0,75,1,35,0
319.19,1,Food,0,0,85,1,36,0
91.11,16,Electronics,0,0,69,0,65,0
198.52,19,Grocery,0,0,27,0,47,0
41.29,12,Grocery,0,0,60,0,52,0
62.45,4,Travel,1,0,88,1,68,0
407.99,9,Electronics,0,0,52,5,63,0
2.36,11,Electronics,1,0,69,6,44,0
16.09,16,Clothing,1,0,45,1,35,0
41.95,20,Clothing,0,0,51,4,30,0
4.84,5,Food,0,0,59,2,61,0
36.04,2,Clothing,0,0,72,1,48,0
157.46,14,Food,0,0,47,3,20,0
98.49,6,Grocery,0,0,88,3,48,0
401.74,5,Travel,0,0,37,3,41,0
306.13,3,Electronics,0,0,54,1,54,0
75.29,18,Grocery,0,1,98,5,39,0
54.06,4,Grocery,0,0,44,3,50,0
85.96,2,Food,0,0,30,1,62,0
160.62,8,Travel,0,0,43,2,32,0
56.17,5,Food,0,0,91,3,55,0
176.14,12,Grocery,0,0,98,4,59,0
94.79,21,Electronics,0,1,34,0,31,0
144.55,19,Clothing,0,0,80,3,65,0
103.13,3,Food,0,1,45,0,32,0
62.78,1,Grocery,0,0,80,4,46,0
533.75,3,Clothing,0,0,81,2,43,0
259.61,7,Clothing,0,0,26,4,39,0
27.17,12,Grocery,0,0,63,1,21,0
365.13,9,Travel,0,0,85,3,50,0
120.3,17,Grocery,0,0,69,3,22,0
404.92,8,Electronics,0,0,52,0,45,0
289.57,0,Clothing,0,1,42,1,66,0
99.68,12,Electronics,0,0,38,2,52,0
4.09,17,Food,0,0,79,1,59,0
56.32,14,Clothing,0,0,83,1,49,0
140.42,1,Travel,0,0,43,2,46,0
180.67,10,Grocery,0,0,65,4,63,0
53.69,13,Food,0,1,36,4,41,0
27.01,21,Electronics,0,0,44,1,47,0
324.25,14,Food,0,0,58,1,26,0
748.91,13,Travel,0,0,60,2,65,0
134.26,15,Grocery,0,0,45,1,35,0
33.9,22,Food,0,0,80,5,28,0
57.22,14,Electronics,0,0,65,4,39,0
3.34,18,Food,0,0,65,5,54,0
442.24,8,Grocery,0,0,67,2,40,0
22.55,4,Food,0,0,96,3,46,0
154.66,4,Electronics,0,1,62,2,30,0
57.65,10,Grocery,0,0,42,2,49,0
145.41,19,Travel,0,0,32,3,61,0
189.7,23,Travel,0,0,90,1,27,0
318.68,3,Clothing,0,0,44,2,60,0
41.62,19,Food,0,0,93,2,65,0
1.99,17,Electronics,0,0,81,0,23,0
26.5,2,Food,0,0,42,1,38,0
414.5,3,Grocery,0,0,84,1,52,0
372.71,13,Clothing,0,0,26,1,20,0
163.77,6,Electronics,1,0,66,2,38,0
165.17,7,Food,0,0,88,4,37,0
196.87,23,Electronics,0,0,68,1,67,0
34.71,15,Grocery,0,0,75,1,60,0
442.48,19,Clothing,0,0,89,1,51,0
97.67,14,Electronics,1,0,89,0,20,0
86.96,6,Grocery,0,0,78,0,62,0
131.71,16,Travel,0,0,63,2,62,0
8.66,21,Electronics,0,0,32,1,57,0
32.74,21,Clothing,0,0,91,3,54,0
241.12,21,Electronics,0,0,73,1,22,0
15.56,11,Electronics,0,0,60,4,67,0
166.36,17,Grocery,0,0,31,1,28,0
50.67,23,Food,0,0,39,1,65,0
88.77,13,Food,0,0,49,2,34,0
61.32,14,Electronics,0,0,81,0,21,0
79.12,14,Clothing,0,0,62,3,25,0
228.52,4,Clothing,0,0,61,1,58,0
63.46,15,Grocery,0,0,40,2,64,0
150.42,4,Electronics,0,0,25,1,39,0
116.34,1,Electronics,0,0,71,5,49,0
196.14,19,Food,0,0,76,3,44,0
497.15,8,Grocery,0,0,61,1,23,0
237.4,21,Travel,0,0,69,2,48,0
43.56,8,Clothing,0,0,38,1,21,0
5.7,3,Clothing,0,0,81,4,64,0
54.75,14,Electronics,0,1,58,2,56,0
162.73,10,Grocery,0,0,90,0,47,0
9.5,0,Travel,0,0,55,5,60,0
123.46,17,Clothing,0,1,68,0,50,0
163.52,0,Grocery,0,0,47,2,48,0
73.23,7,Travel,0,0,90,0,45,0
265.26,15,Electronics,0,0,35,4,42,0
20.29,21,Food,0,0,73,4,66,0
14.06,17,Clothing,0,0,82,3,34,0
234.48,21,Clothing,0,0,53,2,48,0
123.15,8,Travel,0,0,75,1,67,0
209.89,11,Food,0,0,25,1,53,0
102.71,18,Grocery,0,0,29,1,63,0
50.92,17,Electronics,0,0,58,4,60,0
307.77,4,Grocery,0,0,43,3,34,0
289.17,1,Travel,0,0,64,5,27,0
213.56,6,Clothing,0,0,90,1,68,0
57.18,9,Clothing,0,1,88,3,65,0
160.59,14,Grocery,0,0,96,0,39,0
80.61,6,Electronics,0,0,41,3,48,0
17.29,4,Travel,0,0,62,2,47,0
448.69,14,Electronics,0,0,67,1,68,0
26.48,19,Travel,0,0,64,2,37,0
540.09,19,Electronics,0,0,69,2,31,0
106.31,14,Grocery,0,0,64,2,32,0
36.85,9,Food,0,0,95,1,60,0
140.52,23,Travel,1,0,54,0,36,0
371.37,13,Grocery,0,0,59,2,57,0
237.17,9,Clothing,0,0,90,0,48,0
295.7,16,Clothing,0,0,68,0,54,0
193.54,20,Electronics,0,0,28,2,40,0
212.14,13,Clothing,0,0,88,1,61,0
340.52,1,Food,1,0,29,1,31,1
51.7,15,Travel,1,1,72,1,39,0
121,12,Electronics,0,0,90,2,47,0
45,8,Travel,0,0,51,1,65,0
791.2,6,Travel,0,1,48,4,25,0
519.02,15,Grocery,0,0,80,3,61,0
7.24,9,Clothing,0,0,69,2,48,0
220.09,23,Travel,1,0,92,4,33,0
466.85,21,Food,0,0,52,3,56,0
35.85,8,Food,1,0,29,0,41,0
151.06,21,Clothing,0,0,71,2,38,0
444.76,22,Clothing,0,0,29,1,25,0
6.22,6,Electronics,1,0,29,3,35,0
215.17,15,Electronics,0,0,72,2,55,0
63.52,8,Electronics,0,1,97,2,23,0
464.8,23,Clothing,0,0,71,2,31,0
637.64,16,Travel,0,0,86,0,47,0
519.69,19,Grocery,0,0,51,1,31,0
115.72,6,Electronics,0,0,28,1,24,0
356.55,10,Grocery,0,0,73,3,21,0
335.06,7,Food,0,0,89,0,36,0
69.18,6,Clothing,0,1,85,1,42,0
317.81,18,Food,0,0,44,4,42,0
6.79,19,Electronics,0,0,32,1,36,0
163.26,11,Travel,0,0,37,2,47,0
47.05,6,Electronics,0,0,97,3,60,0
23.13,7,Grocery,0,0,61,5,47,0
14.41,6,Electronics,0,0,67,0,32,0
214.5,5,Travel,0,0,80,2,65,0
74.76,8,Travel,0,0,74,1,46,0
232.22,12,Clothing,0,1,44,1,52,0
12.17,6,Clothing,0,0,72,0,50,0
68.18,7,Travel,0,0,43,1,56,0
139.58,21,Travel,1,0,93,1,57,0
281.54,16,Grocery,1,0,41,2,40,0
69.09,16,Electronics,0,0,52,2,40,0
176.98,15,Clothing,0,0,60,1,60,0
390.85,21,Grocery,1,0,62,0,54,0
172.22,1,Electronics,0,0,94,1,59,0
47.74,7,Clothing,0,0,50,1,69,0
4.45,16,Grocery,0,0,25,3,47,0
367.38,12,Food,1,0,26,3,33,0
3.87,17,Food,0,0,60,1,50,0
373.87,23,Clothing,0,0,80,4,44,0
135.5,21,Grocery,0,0,59,1,27,0
503.64,9,Electronics,1,0,51,1,37,0
288.61,1,Electronics,0,0,91,1,21,0
1112.79,1,Grocery,0,0,80,1,37,0
77.74,13,Food,0,0,70,1,32,0
262.35,15,Grocery,0,0,44,0,55,0
92.53,6,Food,0,0,32,1,32,0
117.66,20,Food,0,0,96,1,64,0
177.76,20,Electronics,0,0,50,3,34,0
372.4,23,Clothing,0,0,98,2,37,0
745.27,11,Travel,0,0,86,3,66,0
263.2,22,Grocery,0,0,57,5,34,0
97.36,13,Food,0,1,85,5,29,0
98.47,3,Grocery,0,1,44,2,28,0
240.81,3,Clothing,0,0,92,3,47,0
49.11,17,Clothing,0,0,53,1,43,0
21.07,2,Travel,0,0,70,1,65,0
78.83,0,Travel,0,0,61,2,42,0
60.95,16,Food,0,0,77,4,62,0
63.25,6,Travel,0,1,29,1,34,0
47.89,15,Food,0,0,90,3,58,0
7.74,4,Electronics,1,0,39,1,18,0
3.25,18,Food,0,0,70,2,67,0
792,6,Travel,0,0,81,1,43,0
100.48,13,Grocery,0,1,32,2,20,0
87.31,1,Travel,0,0,61,3,60,0
204.9,2,Clothing,0,0,81,0,28,0
44.32,16,Travel,0,0,38,1,64,0
539.09,15,Electronics,0,0,29,2,45,0
277.81,7,Food,0,0,97,0,45,0
16.86,17,Clothing,0,0,67,1,47,0
97.3,14,Food,0,0,73,2,52,0
380.33,6,Food,0,1,68,2,24,0
521.2,8,Travel,0,0,80,3,50,0
113.4,5,Grocery,0,0,72,4,65,0
171.07,17,Clothing,0,0,54,2,44,0
32.9,17,Electronics,0,0,57,2,46,0
851.3,23,Electronics,0,0,61,0,44,0
47.44,13,Grocery,0,0,74,0,59,0
514.8,13,Grocery,1,0,31,0,48,0
188.79,13,Travel,0,0,91,1,64,0
168.45,3,Electronics,0,0,67,0,22,0
129.39,3,Clothing,0,0,64,0,51,0
47.2,14,Grocery,0,0,56,5,54,0
34.96,14,Grocery,0,0,79,1,38,0
44.84,17,Grocery,0,0,33,4,43,0
37.14,13,Clothing,0,0,33,1,60,0
272.2,0,Electronics,0,0,88,1,22,0
77.58,9,Clothing,0,0,69,2,50,0
10.72,19,Clothing,0,0,85,2,59,0
625.88,9,Travel,0,0,94,3,19,0
387.42,9,Grocery,0,0,62,1,40,0
472.98,23,Electronics,1,1,99,0,68,0
950.41,1,Travel,0,1,70,2,60,1
34.39,7,Travel,0,0,94,2,46,0
90.82,0,Food,0,0,88,4,35,0
255.56,0,Grocery,0,0,59,1,52,0
214.34,3,Electronics,0,0,36,2,27,0
30.08,6,Electronics,0,0,72,1,56,0
304.54,8,Electronics,0,0,87,1,50,0
45.75,15,Grocery,0,0,69,4,49,0
45.61,4,Electronics,0,0,30,3,59,0
138.6,1,Clothing,0,1,69,0,54,0
161.78,22,Clothing,0,0,56,1,40,0
156.19,10,Grocery,0,0,92,1,18,0
17.27,17,Electronics,0,0,27,0,34,0
377.88,18,Food,0,0,26,1,63,0
55.57,12,Food,1,0,44,1,53,0
24.97,23,Food,0,0,63,0,44,0
395.27,10,Clothing,0,0,36,3,65,0
560.82,19,Food,0,0,85,3,56,0
356.66,18,Electronics,0,0,60,3,18,0
298.47,16,Electronics,0,0,33,3,55,0
191.68,4,Food,0,0,68,3,31,0
144.07,12,Travel,1,0,99,3,21,0
16.38,19,Food,0,0,77,1,49,0
94.5,0,Travel,0,0,54,4,38,0
83.94,9,Grocery,0,0,90,0,64,0
54.14,7,Grocery,0,0,62,1,60,0
231.35,23,Electronics,0,0,62,2,67,0
123.29,7,Clothing,1,0,57,0,19,0
15.21,18,Electronics,0,0,95,4,42,0
44.77,5,Electronics,0,0,79,2,55,0
206.94,11,Clothing,0,0,47,5,65,0
14.25,6,Electronics,1,0,94,1,31,0
342.94,15,Clothing,0,0,38,2,30,0
123.03,8,Electronics,1,0,73,3,61,0
117.91,20,Grocery,0,1,69,5,36,0
161.55,21,Travel,0,0,51,1,29,0
313.41,9,Electronics,0,0,99,1,48,0
76.94,9,Travel,0,1,91,0,51,0
203.99,9,Food,0,0,73,1,58,0
150.14,19,Electronics,0,0,26,1,40,0
55.92,15,Grocery,0,0,84,4,26,0
379.6,0,Clothing,1,0,90,1,33,0
287.4,16,Grocery,0,0,83,2,41,0
193.37,20,Travel,1,0,84,1,25,0
342.18,13,Clothing,0,0,46,5,54,0
363.53,18,Grocery,0,0,70,2,48,0
221.8,20,Grocery,1,0,77,4,49,0
326.54,20,Grocery,0,0,43,4,59,0
215.2,16,Clothing,0,0,73,3,40,0
205.18,13,Grocery,0,1,41,2,55,0
173.51,7,Grocery,0,0,51,2,53,0
251.5,20,Travel,0,0,43,2,49,0
31.08,20,Grocery,0,1,54,3,40,0
382.96,8,Grocery,0,0,70,4,40,0
369.81,7,Food,0,0,88,2,50,0
5.34,12,Clothing,0,0,56,3,58,0
314.58,16,Food,0,0,77,2,43,0
24.83,18,Travel,0,1,47,0,57,0
73.47,6,Food,0,0,60,3,20,0
244.92,16,Electronics,0,0,34,3,18,0
31.55,0,Clothing,0,0,83,9,30,0
306.64,4,Grocery,0,0,53,2,44,0
321.23,5,Food,0,0,35,0,67,0
127.48,1,Food,0,0,62,2,44,0
1.15,15,Grocery,0,0,56,3,61,0
60.9,21,Grocery,0,0,76,6,39,0
172.72,4,Travel,0,0,25,1,28,0
715.17,4,Food,0,0,38,3,32,0
179.85,11,Food,0,0,27,1,47,0
54.15,2,Electronics,0,0,54,3,35,0
180.92,15,Electronics,1,0,55,0,61,0
139.77,5,Food,0,0,25,4,41,0
272.42,14,Electronics,0,0,70,4,49,0
20.37,14,Food,0,0,38,1,39,0
257.65,15,Clothing,0,0,60,1,22,0
140.27,19,Travel,0,0,70,4,22,0
593.39,12,Electronics,0,0,79,1,39,0
75.3,11,Food,0,0,60,5,65,0
180.25,9,Electronics,0,0,67,3,66,0
483.96,13,Travel,0,0,67,4,68,0
19.47,1,Clothing,0,0,39,1,56,0
498.29,2,Grocery,0,0,62,1,39,0
209.59,8,Grocery,0,0,68,2,24,0
12.64,10,Electronics,0,0,79,0,67,0
64.45,10,Food,0,0,79,2,38,0
221.69,21,Travel,0,0,82,2,52,0
12.55,9,Clothing,0,0,81,4,27,0
157.08,13,Clothing,0,0,80,0,67,0
76.4,8,Clothing,0,0,26,6,29,0
174.6,19,Grocery,1,0,58,4,54,0
8.43,20,Travel,0,0,73,3,40,0
369.38,9,Grocery,0,0,88,1,55,0
653.43,21,Electronics,1,0,32,3,30,0
624.57,8,Clothing,0,0,93,1,20,0
249.28,4,Travel,0,0,82,1,23,0
25.09,7,Clothing,0,0,67,4,47,0
255.58,10,Grocery,0,0,86,0,58,0
4.48,0,Grocery,1,0,76,1,20,0
4.03,20,Grocery,0,0,57,0,19,0
70.38,9,Clothing,0,0,44,1,47,0
120.72,0,Travel,0,0,83,4,45,0
264.86,21,Travel,0,0,84,3,66,0
206.96,6,Electronics,0,0,87,1,66,0
106.27,13,Clothing,0,0,80,0,60,0
57.54,4,Electronics,0,0,61,0,57,0
1053.28,16,Electronics,0,0,84,0,51,0
99.98,21,Electronics,0,0,75,1,48,0
108.07,20,Electronics,0,0,53,1,34,0
32.16,5,Grocery,0,0,33,3,26,0
285.09,15,Electronics,0,1,64,2,37,0
212.96,10,Travel,0,0,92,1,30,0
44.9,9,Electronics,0,0,67,1,44,0
15.48,14,Grocery,0,0,47,3,53,0
205.38,6,Food,0,0,32,2,21,0
191.3,22,Food,0,0,98,1,44,0
57.45,1,Food,0,0,88,1,25,0
542.37,11,Clothing,0,0,47,1,26,0
29.48,18,Travel,0,0,80,4,38,0
101.92,11,Grocery,0,0,38,2,52,0
517.6,15,Food,0,0,41,4,45,0
97.97,5,Grocery,0,1,44,3,44,0
183.16,2,Grocery,0,0,36,2,24,0
91.23,1,Clothing,1,0,97,2,67,0
57.69,19,Food,0,0,96,1,62,0
744.08,4,Electronics,0,0,65,0,51,0
94.77,10,Grocery,1,0,56,1,31,0
404.15,2,Food,0,0,61,6,46,0
47.04,2,Grocery,0,0,42,3,63,0
43.14,21,Clothing,0,0,53,1,46,0
5.69,4,Clothing,0,0,31,2,38,0
189.83,21,Electronics,0,0,64,2,66,0
82.75,22,Clothing,0,0,30,1,19,0
359.59,10,Food,0,0,44,2,68,0
115.37,2,Clothing,0,0,79,1,27,0
620.65,12,Electronics,0,0,80,2,41,0
